"sigid","ligand","perturbed_receptors","n_upregulated","n_downregulated","total_strength","n_significant_genes","n_signatures"
"sig_CSF2_GM-CSF_Neutrophil_imd","CSF2","",6,0,31.9405234337782,6,9
"sig_IFNA1_IFNa1_Neutrophil_imd","IFNA","",20,0,133.753134094256,20,18
"sig_IFNB1_IFNb_Neutrophil_imd","IFNB1","",4,0,33.0075958287423,4,16
"sig_IFNE_IFNe_Neutrophil_imd","IFNE","",1,0,5.78303644302928,1,10
"sig_IFNG_IFNg_Neutrophil_imd","IFNG","CD274",8,0,38.8145422818748,8,18
"sig_IFNK_IFNk_Neutrophil_imd","IFNK","",1,0,3.43787175400837,1,13
"sig_IL15_IL15_Neutrophil_imd","IL15","",11,0,61.9512769326972,11,16
"sig_IL17C_IL17C_Neutrophil_imd","IL17C","",1,0,5.59797316307531,1,1
"sig_IL18_IL18_Neutrophil_imd","IL18","CD274",22,2,105.658979673984,24,15
"sig_IL1A_IL1a_Neutrophil_imd","IL1A","CXCR4,IL1R2,PLAUR",15,17,99.9007699055166,32,15
"sig_IL1B_IL1b_Neutrophil_imd","IL1B","CSF3R,CXCR4,IL1R2,PLAUR",16,23,99.8125222577603,39,20
"sig_IL27_IL30_Neutrophil_imd","IL27","",2,0,13.3513509008998,2,2
"sig_IL33_IL33_Neutrophil_imd","IL33","",1,0,2.83403089213062,1,5
"sig_IL36A_IL36a_Neutrophil_imd","IL36A","",8,5,25.259497807572,13,14
"sig_TNF_TNFa_Neutrophil_imd","TNF","FPR2,ICAM1",14,5,62.3794692938725,19,18
"sig_TNFSF13_APRIL_NK_cell_imd","TNFSF13","",0,1,0.451882375206633,1,5
"sig_FLT3LG_Flt3l_NK_cell_imd","FLT3LG","",0,5,2.31104356745628,5,9
"sig_CSF2_GM-CSF_NK_cell_imd","CSF2","",3,0,2.46165159259396,3,9
"sig_IFNA1_IFNa1_NK_cell_imd","IFNA","CD47,CD53,CD7,ITGB1,JAML,KLRB1,P2RY14,PLSCR1,SLAMF7,TYROBP",104,21,280.581123082311,125,18
"sig_IFNB1_IFNb_NK_cell_imd","IFNB1","CD47,CD53,CD69,CD7,ITGB1,JAML,KLRB1,P2RY14,PLSCR1,SLAMF7,TYROBP",103,21,272.742123469535,124,16
"sig_IFNE_IFNe_NK_cell_imd","IFNE","IL7R",0,2,2.83314579571985,2,10
"sig_IFNG_IFNg_NK_cell_imd","IFNG","",4,0,2.73862230141369,4,18
"sig_IFNK_IFNk_NK_cell_imd","IFNK","",3,0,6.20514455010863,3,13
"sig_IL11_IL11_NK_cell_imd","IL11","",0,1,0.478969612246246,1,6
"sig_IL12AandIL12B_IL12_NK_cell_imd","IL12AandIL12B","ADGRE5,CD53,CD7,KLRB1,PLSCR1,SLAMF7,TYROBP",121,23,246.74898007326,144,13
"sig_IL15_IL15_NK_cell_imd","IL15","CANX,CD7,ENO1,IL18R1,IL2RA,IL7R,JAML,KLRD1,SLAMF7,TNFRSF9,TYROBP",262,40,526.875939666101,302,16
"sig_IL17D_IL17D_NK_cell_imd","IL17D","",3,0,1.25575575392356,3,5
"sig_IL18_IL18_NK_cell_imd","IL18","ADGRE5,CANX,CD2,CD28,CD320,CD53,CD7,CD72,CD82,CRTAM,ICAM1,IFNGR1,IL18R1,IL18RAP,IL2RA,IL2RB,KIT,KLRD1,KLRK1,SDC4,SELPLG,SLC16A1,TFRC,TNFRSF9,TYROBP",605,77,1345.29007108738,682,15
"sig_IL1A_IL1a_NK_cell_imd","IL1A","IFNGR1,NCR1,TYROBP",7,12,25.4460231040094,19,15
"sig_IL1B_IL1b_NK_cell_imd","IL1B","IFNGR1,NCR1,TYROBP",2,7,13.294087486053,9,20
"sig_IL2_IL2_NK_cell_imd","IL2","CANX,CD7,IL2RB,KLRK1,TNFRSF9",130,35,282.249243330141,165,25
"sig_IL23AandIL12B_IL23_NK_cell_imd","IL23AandIL12B","",1,0,0.556990932079508,1,5
"sig_IL27andEBI3_IL27_NK_cell_imd","IL27andEBI3","",1,0,1.10786374365645,1,4
"sig_IL3_IL3_NK_cell_imd","IL3","",1,2,1.89131377913444,3,8
"sig_IL36A_IL36a_NK_cell_imd","IL36A","CD53,TNFRSF9",2,0,4.04107876473722,2,14
"sig_IL4_IL4_NK_cell_imd","IL4","ENO1,TYROBP",29,6,51.9034995523152,35,11
"sig_IL7_IL7_NK_cell_imd","IL7","",6,2,6.60296537755015,8,13
"sig_LTAandLTB_LTA1-B2_NK_cell_imd","LTAandLTB","",1,0,1.38580441739083,1,9
"sig_TGFB1_TGF-beta-1_NK_cell_imd","TGFB1","",1,0,0.692182384567625,1,5
"sig_TNF_TNFa_NK_cell_imd","TNF","CD82,TNFRSF9,TYROBP",5,4,14.425645531371,9,18
"sig_TNFSF9_41BBL_pDC_imd","TNFSF9","",0,1,0.340613431871238,1,3
"sig_TNFSF13_APRIL_pDC_imd","TNFSF13","",0,1,0.335430010216394,1,5
"sig_TNFSF13B_BAFF_pDC_imd","TNFSF13B","",0,1,0.355907362341063,1,5
"sig_CTF1_Cardiotrophin-1_pDC_imd","CTF1","",1,1,0.920078089824208,2,4
"sig_CD70_CD27L_pDC_imd","CD70","",0,1,0.485501435362916,1,1
"sig_TNFSF8_CD30L_pDC_imd","TNFSF8","",0,2,0.820154100190214,2,1
"sig_DCN_Decorin_pDC_imd","DCN","",0,1,0.470799262172024,1,2
"sig_EGF_EGF_pDC_imd","EGF","",2,0,0.885290359692071,2,3
"sig_FGF2_FGF-basic_pDC_imd","FGF2","",1,0,2.02590698060428,1,3
"sig_FLT3LG_Flt3l_pDC_imd","FLT3LG","",5,14,10.7180018132342,19,9
"sig_CSF2_GM-CSF_pDC_imd","CSF2","",10,0,14.8338970388262,10,9
"sig_IFNA1_IFNa1_pDC_imd","IFNA","CCR2,CD47,CD82,CLEC4M,KDR,KLRD1,LAMP2,LRP8,PLAUR,RAMP1,RPSA,SDC3,SDC4,SELPLG",126,91,335.203885275741,217,18
"sig_IFNB1_IFNb_pDC_imd","IFNB1","CCR5,CLEC4M,KDR,LRP8,RAMP1,RPSA,SDC3",93,32,266.394635602512,125,16
"sig_IFNE_IFNe_pDC_imd","IFNE","KLRD1,SDC3",11,4,26.0555978206934,15,10
"sig_IFNG_IFNg_pDC_imd","IFNG","CSF2RB,KDR",21,1,39.7724158571619,22,18
"sig_IFNK_IFNk_pDC_imd","IFNK","KDR,RAMP1,SDC3",32,4,80.0507282563548,36,13
"sig_IFNL2_IFNl2_pDC_imd","IFNL2","",1,0,0.501583847321632,1,4
"sig_IGF1_IGF-I_pDC_imd","IGF1","",0,3,1.16211558114644,3,1
"sig_IL27andIL12B_IL-Y_pDC_imd","IL27andIL12B","",0,2,0.845208943230479,2,7
"sig_IL10_IL10_pDC_imd","IL10","CSF2RB,PTPRC,RAMP1",5,14,10.3582841540965,19,5
"sig_IL11_IL11_pDC_imd","IL11","",0,3,1.175330002713,3,6
"sig_IL12AandIL12B_IL12_pDC_imd","IL12AandIL12B","",1,0,0.535489677459507,1,13
"sig_IL13_IL13_pDC_imd","IL13","",2,0,1.85105037208089,2,5
"sig_IL15_IL15_pDC_imd","IL15","CD82,CSF2RB,KDR,PTPRC,RAMP1,SDC3",34,3,69.2986701400493,37,16
"sig_IL18_IL18_pDC_imd","IL18","KDR",10,2,19.5753013976539,12,15
"sig_IL1A_IL1a_pDC_imd","IL1A","CD82,RAMP1",14,23,39.4634042471694,37,15
"sig_IL1B_IL1b_pDC_imd","IL1B","CD82,LIFR,PTPRC,RAMP1",15,17,33.3255684401463,32,20
"sig_IL1RN_IL1ra_pDC_imd","IL1RN","",0,1,0.510965906161771,1,5
"sig_IL2_IL2_pDC_imd","IL2","CSF2RB,PTPRC",7,9,13.7098569473954,16,25
"sig_IL21_IL21_pDC_imd","IL21","",1,7,4.81774288268908,8,7
"sig_IL22_IL22_pDC_imd","IL22","",0,4,1.65787877196158,4,5
"sig_IL23AandIL12B_IL23_pDC_imd","IL23AandIL12B","",0,1,0.512686804895193,1,5
"sig_IL27andEBI3_IL27_pDC_imd","IL27andEBI3","",0,1,0.392567568479769,1,4
"sig_IL3_IL3_pDC_imd","IL3","ALCAM,CD44,RAMP1,SDC3,SELPLG",79,47,144.503081515821,126,8
"sig_IL34_IL34_pDC_imd","IL34","",3,0,5.68026024974343,3,1
"sig_IL36A_IL36a_pDC_imd","IL36A","ALCAM,CCR5,CD72,CD74,CD8A,KDR,KLRD1,LDLR,PTPRS,RAMP1,RPSA,TYROBP",57,73,163.72859157815,130,14
"sig_IL4_IL4_pDC_imd","IL4","RAMP1",2,1,2.38539331250732,3,11
"sig_IL6_IL6_pDC_imd","IL6","",1,1,1.16518560793408,2,1
"sig_IL7_IL7_pDC_imd","IL7","",1,6,3.3625858809948,7,13
"sig_IL9_IL9_pDC_imd","IL9","",1,0,0.397222165506826,1,2
"sig_LIF_LIF_pDC_imd","LIF","CD82,CSF2RB,RAMP1",8,2,8.31521909419576,10,6
"sig_LTAandLTB_LTA1-B2_pDC_imd","LTAandLTB","",1,0,1.37010795671497,1,9
"sig_CSF1_M-CSF_pDC_imd","CSF1","",1,0,0.402616278036353,1,8
"sig_CTF2P_Neuropoietin_pDC_imd","CTF2P","",0,3,4.04750514986073,3,4
"sig_NOG_Noggin_pDC_imd","NOG","",0,3,1.07453815343251,3,3
"sig_OSM_OSM_pDC_imd","OSM","",1,1,3.03702378806808,2,6
"sig_KITLG_SCF_pDC_imd","KITLG","",1,0,3.8998843135138,1,5
"sig_TNF_TNFa_pDC_imd","TNF","ALCAM,CD82,ICAM1,KDR,RAMP1,TYROBP",26,18,47.1137083540038,44,18
"sig_TNFSF12_TWEAK_pDC_imd","TNFSF12","",1,1,0.708909688369912,2,1
"sig_IFNA1_IFNa1_T_cell_CD4_imd","IFNA","CD47,CD69",78,4,228.05451548214,82,18
"sig_IFNB1_IFNb_T_cell_CD4_imd","IFNB1","CD47",71,2,205.319705932047,73,16
"sig_IFNG_IFNg_T_cell_CD4_imd","IFNG","",15,0,27.1953326167696,15,18
"sig_IFNK_IFNk_T_cell_CD4_imd","IFNK","",3,0,5.5150824092743,3,13
"sig_IFNL2_IFNl2_T_cell_CD4_imd","IFNL2","",1,0,0.399474989949351,1,4
"sig_IL12AandIL12B_IL12_T_cell_CD4_imd","IL12AandIL12B","",5,0,9.91852422108232,5,13
"sig_IL15_IL15_T_cell_CD4_imd","IL15","",5,0,11.199278721473,5,16
"sig_IL17A_IL17A_T_cell_CD4_imd","IL17A","",1,0,0.307288960424017,1,3
"sig_IL17D_IL17D_T_cell_CD4_imd","IL17D","",2,0,0.629143243942822,2,5
"sig_IL18_IL18_T_cell_CD4_imd","IL18","",13,0,25.4873394275039,13,15
"sig_IL1A_IL1a_T_cell_CD4_imd","IL1A","IFNGR1,THY1",12,3,32.061274893727,15,15
"sig_IL1B_IL1b_T_cell_CD4_imd","IL1B","IFNGR1",9,4,28.4113781517826,13,20
"sig_IL2_IL2_T_cell_CD4_imd","IL2","",2,3,6.30591186140208,5,25
"sig_IL36A_IL36a_T_cell_CD4_imd","IL36A","",41,7,108.437199116669,48,14
"sig_IL4_IL4_T_cell_CD4_imd","IL4","ENO1,IL4R",15,1,35.5685881225188,16,11
"sig_IL7_IL7_T_cell_CD4_imd","IL7","ENO1",23,0,41.5065221495436,23,13
"sig_LEP_Leptin_T_cell_CD4_imd","LEP","",1,0,0.274601714450814,1,6
"sig_OSM_OSM_T_cell_CD4_imd","OSM","",2,1,2.8983236697801,3,6
"sig_KITLG_SCF_T_cell_CD4_imd","KITLG","",0,1,0.281247843945117,1,5
"sig_TNFSF15_TL1A_T_cell_CD4_imd","TNFSF15","CD82",10,0,16.2262323808685,10,9
"sig_TNF_TNFa_T_cell_CD4_imd","TNF","IL7R",5,1,9.27040655667191,6,18
"sig_TSLP_TSLP_T_cell_CD4_imd","TSLP","",2,0,2.9051819188268,2,6
"sig_TNFSF9_41BBL_T_cell_CD8_imd","TNFSF9","",1,0,0.482862627239689,1,3
"sig_FGF2_FGF-basic_T_cell_CD8_imd","FGF2","",1,0,0.611565873134967,1,3
"sig_IFNA1_IFNa1_T_cell_CD8_imd","IFNA","CD47,CD86,JAML,KLRD1,THY1",93,11,293.653235942897,104,18
"sig_IFNB1_IFNb_T_cell_CD8_imd","IFNB1","CD86,JAML,KLRD1,THY1",80,5,244.729704155844,85,16
"sig_IFNE_IFNe_T_cell_CD8_imd","IFNE","",2,0,6.76825620485287,2,10
"sig_IFNG_IFNg_T_cell_CD8_imd","IFNG","",6,0,9.80977131989427,6,18
"sig_IFNK_IFNk_T_cell_CD8_imd","IFNK","",14,0,33.4825942853834,14,13
"sig_IL11_IL11_T_cell_CD8_imd","IL11","",0,3,0.947342509024933,3,6
"sig_IL12AandIL12B_IL12_T_cell_CD8_imd","IL12AandIL12B","",1,0,1.59124330618746,1,13
"sig_IL15_IL15_T_cell_CD8_imd","IL15","JAML",98,10,169.918466988849,108,16
"sig_IL17D_IL17D_T_cell_CD8_imd","IL17D","",4,0,1.29390812499893,4,5
"sig_IL18_IL18_T_cell_CD8_imd","IL18","",10,2,21.0218946739936,12,15
"sig_IL1A_IL1a_T_cell_CD8_imd","IL1A","CD53",12,6,35.2727873836191,18,15
"sig_IL1B_IL1b_T_cell_CD8_imd","IL1B","",7,7,32.8636888682008,14,20
"sig_IL1RN_IL1ra_T_cell_CD8_imd","IL1RN","",0,1,0.275323022045828,1,5
"sig_IL2_IL2_T_cell_CD8_imd","IL2","ENO1",74,24,139.100958826201,98,25
"sig_IL21_IL21_T_cell_CD8_imd","IL21","",1,3,1.7375857169006,4,7
"sig_IL22_IL22_T_cell_CD8_imd","IL22","",0,3,0.861404616003586,3,5
"sig_IL23AandIL12B_IL23_T_cell_CD8_imd","IL23AandIL12B","",1,1,0.802536007654948,2,5
"sig_IL36A_IL36a_T_cell_CD8_imd","IL36A","CD82,KLRD1,SELPLG",60,14,128.524291628635,74,14
"sig_IL4_IL4_T_cell_CD8_imd","IL4","CD8A,ENO1,IL4R,KLRD1",51,9,100.070839344958,60,11
"sig_IL7_IL7_T_cell_CD8_imd","IL7","IL7R",40,3,60.9069919523406,43,13
"sig_CTF2P_Neuropoietin_T_cell_CD8_imd","CTF2P","",2,0,6.1898051020601,2,4
"sig_OSM_OSM_T_cell_CD8_imd","OSM","",3,1,3.28620190596353,4,6
"sig_TNFSF15_TL1A_T_cell_CD8_imd","TNFSF15","CD82",4,0,6.4738197344373,4,9
"sig_TNF_TNFa_T_cell_CD8_imd","TNF","",3,2,4.11073546393461,5,18
"sig_TSLP_TSLP_T_cell_CD8_imd","TSLP","",2,1,2.29653821019708,3,6
"sig_TNFSF9_41BBL_T_cell_gd_imd","TNFSF9","",1,0,0.473548830065898,1,3
"sig_TNFSF13B_BAFF_T_cell_gd_imd","TNFSF13B","",0,1,2.70357141075611,1,5
"sig_FLT3LG_Flt3l_T_cell_gd_imd","FLT3LG","",0,1,0.355855021465382,1,9
"sig_CSF3_G-CSF_T_cell_gd_imd","CSF3","",1,0,1.57641700844196,1,3
"sig_CSF2_GM-CSF_T_cell_gd_imd","CSF2","",1,0,0.42253055161077,1,9
"sig_IFNA1_IFNa1_T_cell_gd_imd","IFNA","CD274,JAML",84,1,259.925810225879,85,18
"sig_IFNB1_IFNb_T_cell_gd_imd","IFNB1","CCRL2,CD274,CD47,JAML",94,2,289.189581238333,96,16
"sig_IFNE_IFNe_T_cell_gd_imd","IFNE","",2,0,4.47981637533457,2,10
"sig_IFNG_IFNg_T_cell_gd_imd","IFNG","CD274",21,0,38.7493550300946,21,18
"sig_IFNK_IFNk_T_cell_gd_imd","IFNK","",11,0,28.4916871501387,11,13
"sig_IL27andIL12B_IL-Y_T_cell_gd_imd","IL27andIL12B","",0,1,0.399431021679853,1,7
"sig_IL11_IL11_T_cell_gd_imd","IL11","",0,1,0.445226029749993,1,6
"sig_IL12AandIL12B_IL12_T_cell_gd_imd","IL12AandIL12B","CD274",12,0,22.6009742348657,12,13
"sig_IL15_IL15_T_cell_gd_imd","IL15","CD274",63,7,124.57385046495,70,16
"sig_IL18_IL18_T_cell_gd_imd","IL18","CD274,CD82",70,9,129.607775543468,79,15
"sig_IL1A_IL1a_T_cell_gd_imd","IL1A","CD82,IL18R1,PDCD1,SDC4,TNFRSF9",36,27,134.793979334924,63,15
"sig_IL1B_IL1b_T_cell_gd_imd","IL1B","IL18R1,ITGB7,SDC4,TNFRSF9",24,18,94.0184388155785,42,20
"sig_IL2_IL2_T_cell_gd_imd","IL2","",29,11,52.9153710127782,40,25
"sig_IL21_IL21_T_cell_gd_imd","IL21","",1,1,1.69015973243361,2,7
"sig_IL22_IL22_T_cell_gd_imd","IL22","",0,1,0.395050008597715,1,5
"sig_IL23AandIL12B_IL23_T_cell_gd_imd","IL23AandIL12B","F2R",21,2,47.8717646387247,23,5
"sig_IL27andEBI3_IL27_T_cell_gd_imd","IL27andEBI3","",2,0,2.22437366475503,2,4
"sig_IL3_IL3_T_cell_gd_imd","IL3","",1,0,1.84347496025173,1,8
"sig_IL36A_IL36a_T_cell_gd_imd","IL36A","",16,2,35.3927137856077,18,14
"sig_IL4_IL4_T_cell_gd_imd","IL4","",3,0,4.15927268615814,3,11
"sig_IL7_IL7_T_cell_gd_imd","IL7","CANX,ENO1,F2R",132,10,226.728488195241,142,13
"sig_CSF1_M-CSF_T_cell_gd_imd","CSF1","",1,0,1.28755051432868,1,8
"sig_NOG_Noggin_T_cell_gd_imd","NOG","",0,1,2.79310837659697,1,3
"sig_OSM_OSM_T_cell_gd_imd","OSM","",1,0,1.4862923073393,1,6
"sig_RETN_Resistin_T_cell_gd_imd","RETN","",0,1,0.367417200349537,1,1
"sig_TGFB1_TGF-beta-1_T_cell_gd_imd","TGFB1","",2,0,3.39970862101858,2,5
"sig_TNFSF15_TL1A_T_cell_gd_imd","TNFSF15","CD82,SDC4",19,1,41.0707361682241,20,9
"sig_TNF_TNFa_T_cell_gd_imd","TNF","",3,4,13.4339887426676,7,18
"sig_THPO_TPO_T_cell_gd_imd","THPO","",0,1,0.412037273855154,1,3
"sig_TSLP_TSLP_T_cell_gd_imd","TSLP","",2,0,1.98761443493115,2,6
"sig_CTF1_Cardiotrophin-1_Treg_imd","CTF1","",0,1,2.1611491411139,1,4
"sig_IFNA1_IFNa1_Treg_imd","IFNA","CD47,CD86",62,2,182.372328381319,64,18
"sig_IFNB1_IFNb_Treg_imd","IFNB1","",57,4,175.691306711975,61,16
"sig_IFNE_IFNe_Treg_imd","IFNE","",2,0,2.96770106582625,2,10
"sig_IFNG_IFNg_Treg_imd","IFNG","",10,0,16.1057611539049,10,18
"sig_IFNK_IFNk_Treg_imd","IFNK","",12,0,28.9560293471553,12,13
"sig_IL27andIL12B_IL-Y_Treg_imd","IL27andIL12B","",0,1,2.13523351008948,1,7
"sig_IL12AandIL12B_IL12_Treg_imd","IL12AandIL12B","",1,0,0.818098002936487,1,13
"sig_IL15_IL15_Treg_imd","IL15","",13,2,27.4165831932249,15,16
"sig_IL18_IL18_Treg_imd","IL18","",10,0,17.3350671271764,10,15
"sig_IL1A_IL1a_Treg_imd","IL1A","IFNGR1,TNFRSF18,TNFRSF4,TNFRSF9",15,8,44.0206074080849,23,15
"sig_IL1B_IL1b_Treg_imd","IL1B","IFNGR1,TNFRSF18,TNFRSF4,TNFRSF9",8,5,23.1886403000461,13,20
"sig_IL2_IL2_Treg_imd","IL2","IL2RA,IL2RB",23,15,49.4057877193989,38,25
"sig_IL21_IL21_Treg_imd","IL21","",0,1,2.5100981518664,1,7
"sig_IL36A_IL36a_Treg_imd","IL36A","CD2,IFNGR1,TNFRSF9",29,4,64.3032565404894,33,14
"sig_IL7_IL7_Treg_imd","IL7","",2,0,2.59989740947346,2,13
"sig_LTAandLTB_LTA2-B1_Treg_imd","LTAandLTB","",1,0,1.3522176284752,1,9
"sig_TNFSF15_TL1A_Treg_imd","TNFSF15","CD82",6,1,8.63302405132456,7,9
"sig_TNF_TNFa_Treg_imd","TNF","TNFRSF18,TNFRSF4,TNFRSF9",8,4,19.5829871416484,12,18
"sig_BMP2_1_GSE32199_nn","BMP2","CADM1,CSF1R,DDR1,DPP4,EPCAM,FLT1,ITGB6,LPAR1,ST14,THBD,UNC5B",84,30,203.400469687536,114,1
"sig_BMP4_1_GSE18648_nn","BMP4","ACKR3,ACVR1,ACVR1B,ADAM22,AGTR1,AGTR2,APCDD1,AXL,BAMBI,BMPR2,CD1D,CD200,CD248,CD38,CD82,CKAP4,CLEC14A,CNR1,CSPG4,CXADR,CXCR4,DAG1,DCC,DCHS1,DDR2,DYSF,EDNRA,EGFR,EPHA3,EPHA4,EPHA7,EPHB1,EPHB3,ERAP1,FAP,FGFR1,FGFR2,FGFR3,FGFR4,FGFRL1,FZD2,FZD8,FZD9,GAS1,GFRA1,GFRA2,GFRA3,GHR,GP1BB,GPR39,ICOS,IL6ST,ITGA4,ITGA9,ITGB5,ITGB6,KIT,LAMA4,LEPR,LGR5,LPAR1,LRRC4,MERTK,NCAM1,NEO1,NOTCH1,NRP2,NTNG1,PDGFRA,PDGFRB,PHEX,PLD2,PLSCR1,PLXNB2,PLXNC1,PTCH1,PTPRD,PTPRG,SDC2,SDC3,SLC40A1,SORL1,SORT1,STX1A,TGFBR2,TGFBR3,TNFRSF11B,TNFRSF19,TNFRSF21,TRHR,UNC5B,UNC5D,UTS2R",717,940,1182.28732839507,1657,1
"sig_CNTF_1_GSE27195_nn","CNTF","CSF2RB",20,0,50.5098342040094,20,1
"sig_EGF_1_GSE32975_nn","EGF","CD44,DCBLD2,EDAR,IL1RAPL1,IL1RL1,ITGA3,ITGA5,NT5E,OSMR,PLAUR,TNFRSF10A",131,72,186.067412133096,203,3
"sig_FGF7_1_GSE7216_nn","FGF7","ABCA1,ACKR3,ACKR4,ACVR1,ADAM23,ADGRG1,ADIPOR1,ADORA1,ADORA2B,ADRB2,ALCAM,AMFR,APCDD1,BAMBI,BCAM,BEX3,BMPR1B,BMPR2,C5AR2,CADM1,CANX,CAV1,CCR5,CD36,CD4,CD44,CD47,CD48,CD55,CHL1,CLEC2B,CNTN1,CNTNAP2,CRLF1,CXADR,CXCR2,DIP2A,DPP4,DSG2,DSG3,EDNRA,EGFR,ENO1,EPHA1,EPHA4,EPHB2,EPHB4,ERAP1,F11R,F2R,F3,FAS,FGFR1,FGFR2,FGFR3,FGFR4,FZD10,FZD2,FZD5,FZD8,GALR2,GAS1,GHR,GPC1,GPC5,GPR37,GPR39,GRM1,HMMR,IFNGR1,IFNGR2,IGF2R,IL17RC,IL18R1,IL1R1,IL1R2,IL1RL1,IL20RA,IL4R,IL6R,ITGA2,ITGAX,ITGB4,ITGB5,ITGB8,KCNJ15,L1CAM,LAG3,LAMP1,LAMP2,LILRB1,LPAR1,LPAR2,LRP11,LRP8,LRRC4,LTBR,MCAM,MST1R,NGFR,NOTCH1,NOTCH3,NPR3,NPY1R,NRCAM,NRP1,NTRK2,NTRK3,NTSR1,PITPNM3,PLGRKT,PLXDC2,PLXNB2,PLXNC1,PROCR,PTPRF,PTPRK,PTPRZ1,RHBDL2,ROBO4,ROR1,SDC1,SIRPG,SLAMF7,SLC16A1,SLC40A1,SORL1,SORT1,SSTR1,ST14,TGFBR1,THBD,TLR2,TLR5,TMEM67,TNFRSF10B,TNFRSF11A,TNFRSF21,TNFRSF25,TREM2,UNC5B,ZNRF3",2276,1572,1711.25022965885,3848,1
"sig_GH1_1_GSE2120_nn","GH1","",9,0,14.4119035073778,9,5
"sig_GH1_2_GSE2120_nn","GH1","ADIPOR2,BMPR1A,CD44,PTCH1",21,11,32.4921241464948,32,5
"sig_GH1_3_GSE2120_nn","GH1","ADIPOR2,APCDD1,CD1D,CD36,MYLK",51,48,98.0805558691112,99,5
"sig_IFNA_1_GSE9977_nn","IFNA","",18,0,35.323596298741,18,18
"sig_IFNA_2_GSE9977_nn","IFNA","CD274",12,0,35.2855674910004,12,18
"sig_IFNA_3_GSE9977_nn","IFNA","CD274,CD47,FAS,IL15RA,OGFR,TLR2,VCAM1",150,2,324.510100565204,152,18
"sig_IFNB1_1_GSE46903_nn","IFNB1","ACVR1B,ACVR1C,ADRA2B,ADRB2,ALCAM,APLP2,ATP1A3,ATRN,AXL,BDKRB1,CANX,CCR6,CD151,CD1D,CD44,CD46,CD53,CD74,CD81,CD86,CLEC2D,CNGA2,CSF2RA,DCBLD2,DPP4,EFNB1,ENG,EPHA6,EPOR,ERBB2,ERBB4,F11R,F2R,F2RL3,FAS,FLOT1,GPR1,GPR182,HAVCR2,HCRTR2,HLA-F,HTR1F,HTR2A,IFNAR1,IFNAR2,IFNGR1,IGF2R,IL10RB,IL11RA,IL17RA,IL17RC,ITGAE,ITGAM,ITGAX,ITGB5,KCNJ10,KIR2DL3,KLRG1,LAIR1,LAMP2,LEPR,LPAR1,LRP1,MC4R,NCSTN,NMUR1,NOTCH1,NPR1,NPY5R,NRP2,P2RY12,PDE1A,PLXDC2,PLXNB2,PLXNC1,PTCH1,PTPRM,RAMP3,RET,RGMB,RHBDL2,RTN4RL2,RYK,SIRPA,SORT1,SPN,SSTR2,TGFBR2,TLR6,TNFRSF11A,TNFRSF19,TSPAN1,XCR1",2615,2144,3525.82809857144,4759,16
"sig_IFNG_1_GSE9977_nn","IFNG","NOTCH1",38,6,67.9853915879639,44,18
"sig_IFNG_2_GSE9977_nn","IFNG","ADRA2A,CD274,DDR1,GFRA4,ROR1",114,17,186.883520132964,131,18
"sig_IFNG_3_GSE9977_nn","IFNG","CD274,CD55,CDON,EPHB3,ERAP1,F3,FAS,IL13RA1,IL15RA,IL18RAP,IL31RA,LAMA4,LIFR,NOTCH1,NPY1R,OGFR,OSMR,RTN4RL2",215,31,367.389879601564,246,18
"sig_IFNGandTNF_1_GSE46903_nn","IFNGandTNF","ACVR1B,ADIPOR1,APLP2,ASGR1,CD163,CD1D,CD274,CD36,CD38,CD40,CD44,CD46,CD82,CD86,CD96,CEACAM1,CSF2RB,CSF3R,DPP4,ENO1,F11R,F3,FLT3,GFRA2,GPC4,GRM1,HLA-F,HMMR,IL2RG,IL6R,ITGAX,ITGB5,ITGB7,LAMP2,NPSR1,PDGFRA,PILRA,PILRB,PLXDC2,PTPRK,ROR1,RTN4RL2,RYK,SCARF1,SLAMF1,SLAMF7,SORL1,SORT1,TLR4,TLR5,TNFRSF10B,TREM2,UNC5B",919,767,1624.89028476191,1686,1
"sig_IL12B_1_GSE72791_nn","IL12B","ADRB2,BTLA,CCR5,ICOS,IL18RAP,IL1RL1,IL2RA,IL6ST,SLAMF1,TNFRSF25",86,4,111.483271669179,90,1
"sig_IL15_1_GSE2059_nn","IL15","DSG2,IL4R,SLAMF6",48,8,66.5772766241473,56,16
"sig_IL15andIL21_1_GSE2059_nn","IL15andIL21","ABCA1,AR,CCR2,CCR5,CCR9,CD27,CD28,CD38,CD5,CD6,CD7,CD72,CD96,CRLF2,CXCR4,CXCR6,DPP4,DSG2,EPHB6,ERAP1,FAS,FLOT1,IL12RB2,IL17RA,IL1R1,IL21R,IL2RA,IL4R,IL6ST,IL7R,ITGA6,ITGAE,ITGB7,KLRD1,LAMP2,NOTCH2,PLSCR1,PTPRS,RAMP1,RAMP3,SELP,SLAMF1,SLAMF6,STX1A,TBXA2R,TNFRSF18",279,376,653.789613199119,655,1
"sig_IL1B_1_GSE58203_nn","IL1B","BAMBI,BDKRB1,CANX,CD274,CD44,FGFR1,HLA-F,ICAM1,IFNAR2,IFNGR2,NRP2,NTSR2,SDC4,SELE,TNFRSF10B",211,101,359.346612767159,312,20
